date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:38	36716/36716	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:43:30%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/menu/3.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/menu/3.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:17:43	35517/35517	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:43:33%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/menu/4.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/menu/4.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:17:45	41308/41308	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:43:33%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/menu/5.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/menu/5.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:17:50	37335/37335	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:43:35%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/menu/6.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/menu/6.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:17:51	34297/34297	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:43:36%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/menu/7.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/menu/7.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:17:57	40447/40447	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:43:38%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/menu/8.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/menu/8.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:18:24	202797/202797	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Jun%202015%2005:45:06%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/team/team1.png	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/team/team1.png	(from http://www.xpertpoin8.com/demo/restaurant/)
16:18:32	214101/214101	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Jun%202015%2005:45:10%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/team/team2.png	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/team/team2.png	(from http://www.xpertpoin8.com/demo/restaurant/)
16:18:33	5219/5219	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:42:18%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/testimonial_face_1.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/testimonial_face_1.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:18:35	4653/4653	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:42:20%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/testimonial_face_2.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/testimonial_face_2.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
16:18:36	4944/4944	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202015%2005:42:21%20GMT	http://www.xpertpoin8.com/demo/restaurant/images/testimonial_face_3.jpg	C:/Users/Houssam/Desktop/Projet_mkdeal/template1/www.xpertpoin8.com/demo/restaurant/images/testimonial_face_3.jpg	(from http://www.xpertpoin8.com/demo/restaurant/)
